AddressID,CpID,Type,Addr1,Addr2,Addr3,City,Region,PostalCd,Country,Telephone,Fax,Email,MobilePhone,InvoiceAddr,RemitToAddress,isBillingAddressOnly,BillingEmail
403894,1853,INVOICE,BLUE OCEAN PLASTICS,5500 Walworth Ave,,Cleveland,OH,44102,US,216-485-3355,,ken.w@blueoceanplastics.net; mark.p@blueoceanplastics.net; ib@ucsincny.com,,Y,0,NULL,
403895,1854,INVOICE,MARCUS PAPER COMPANY,PO Box 8986,,New Haven,CT,6532,,203-934-6351,,marcuspaper@comcast.net; Bob.marcus@comcast.net; rp@ucsincny.com,,Y,0,NULL,
403896,1854,PICK UP ADDRESS,MARCUS PAPER COMPANY,93 Wood St,,West Haven,CT,6516,,203-934-6351,,marcuspaper@comcast.net; Bob.marcus@comcast.net; rp@ucsincny.com,,N,0,0,
403897,1855,INVOICE,PLASTIC WORLD RECYCLING INC,700 lehigh Street,,Palmerton,PA,18071,US,610-598-4100,,Alex@plasticworldrecycling.com; rp@ucsincny.com,,Y,0,NULL,
403898,1845,"FAYETTEVILLE, NC",DAK AMERICAS,3500 Cedar Creek Rd,,Fayetteville,NC,28312,,980-308-1342,,mario.garza@alpekpolyester.com; Bobbi.Barefoot@ClearPathRecycling.com; JB@ucscincny.com,,N,0,0,
403899,1216,"LIVERPOOL, NY",EMPIRE RECYCLING CORP,4642 Crossroads Park Dr,,Liverpool,NY,13088,,(607) 729-1518,,bambi@empirerecycling.com; aa@ucsincny.com,,N,0,0,Bambi Helmer
403900,1856,INVOICE,KEYSTONE POWDERED METAL COMPANY,251 State Street,,St Mary's,PA,15857,US,814-781-4414,,bbauer@keystonepm.com; rp@scrapmanagement.com,,Y,0,NULL,
403901,1857,INVOICE,VANGEL PAPER INC.,3020 Nieman Avenue,,Baltimore,MD,,,(410) 536- 4354,,angelos@vangelinc.com; aa@ucsincny.com,,Y,0,NULL,
403902,1549,"L&S - BAYONNE, NJ",L&S,97 East 2ND Street,Unit C,Bayonne,NJ,7002,,(732) 297-2300,,"hazzo@nuvidaplastics.com, ib@scrapmanagement.com",,N,0,0,
403903,1859,INVOICE,MENARDS DISTRIBUTION CENTER,2623 Eldamain Rd,,Plano,IL,60545,US,(630) 552-2303,,jathomps@menard-inc.com; ibeylin@ucsincny.com,,Y,0,NULL,jathomps@menard-inc.com
403904,1860,INVOICE,MID AMERICA STEEL DRUM COMPANY,3950 S Pennsylvania Ave,,St Francis,WI,53235,US,(262) 930-3238,,dong@masdinc.com; dln@masdinc.com; ibeylin@ucsincny.com,(414) 235-0288,Y,0,NULL,dong@masdinc.com; dln@masdinc.com;
403905,1775,PARKERSBURG WV,STERICYCLE,88 W Airport Industrial Park R,,Parkersburg,WV,26104,US,304-464-1225,847.367.9493,jschultheisz@stericycle.com,304-741-7435,N,0,0,jschultheisz@stericycle.com
403906,1861,INVOICE,METROPOLITAN FIBER / THE PAPER TIGERS,20 N Martingale Rd,Suite 250,Schaumburg,IL,60173,US,312-942-0000,,mschultz@papertigers.com; jb@scrapmanagement.com,,Y,0,NULL,
403907,1862,INVOICE,I-90 REPROCESSING LLC,24104 755th Ave,,Albert Lea,MN,56007,US,507-390-1364,,tvankamp@outlook.com; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403908,1863,INVOICE,MCINTOSH BOX AND PALLET COMPANY,5846 Heritage Landing Drive,,East Syracuse,NY,3057,US,(315) 675-8511,,ledford@mcintoshbox.com; aakopyan@ucsincny.com,,Y,0,NULL,ledford@mcintoshbox.com
403909,1863,DELIVERY ADDRESS,MCINTOSH BOX AND PALLET COMPANY,741 State Route 49,,Bernhards Bay,NY,13028,US,(315) 675-8511 ,,ledford@mcintoshbox.com; aakopyan@ucsincny.com,,N,0,0,
403910,1865,INVOICE,MCNEILLY WOOD PRODUCTS,120 Neelytown Road,,Campbell Hall,NY,10916,US,845-457-9651 XT 302,845-457-4220,dan@mcneillywoodproducts.com,,Y,0,NULL,dan@mcneillywoodproducts.com
403911,1866,INVOICE,HAMILTON POLYMERS COMPANY,10355 NE Valley Rd. #4650,,Rollingbay,WA,98061,US,(484) 245- 4557,,munish@hamiltonpolymers.com; ib@ucsincny.com; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403912,1867,INVOICE,TITAN PALLET COMPANY LLC,1725 Airways Blvd.,,Memphis,TN,38114,US,901.324.6007,,dan@titanpallet.com; kyle@titanpallet.com; ib@ucsincny.com,901.301.2859,Y,0,NULL,<dan@titanpallet.com>
403913,1868,INVOICE,GREENSOUTH RECYCLING,1698 GA-42 N,,Jackson,GA,30233,US,(770) 775-6160 xt 2,,adam@greensouthrecycling.com; sales2@scrapmanagement.com,(678) 395-1999,Y,0,NULL,adam@greensouthrecycling.com
403914,1869,INVOICE,PLASTIC MATERIALS INC,775 E. Highland Rd,,Macedonia,OH,44056,,(330) 468-0184,(330) 468-0315,DKolibab@plasticmaterialsinc.com; ib@ucsincny.com; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403915,1870,INVOICE,HILEX POLY,101 E Carolina Avenue,,Hartville,SC,29550,US,(843) 857-4826,,Bryce.jackson@novolex.com; ib@ucsincny.com,,Y,0,NULL,Bryce.jackson@novolex.com
403916,1870,N VERNON 2ND AVE,HILEX POLY/NOVOLEX,1001 N 2nd St,,North Vernon,IN,47265,US,(812) 346-1066 X 216,,Bryce.jackson@novolex.com,,N,0,0,Bryce.jackson@novolex.com
403917,1871,INVOICE,LAKEWAY PALLET,330 US-25,,Newport,TN,37821,US,(423) 623-6990,,info@lakewaypallet.com; ib@scrapmanagement.com,423-623-6998,Y,0,NULL,<info@lakewaypallet.com>
403918,1831,PRIMARY ADDRESS,"PALOGIX SUPPLY CHAIN SERVICES, LLC.",301 Railroad Ave,,Shiremanstown,PA,17011,US,717-547-6589,,Karen.Kerstetter@palogix.com; rpereira@ucsincny.com,,N,0,0,
403919,1872,INVOICE,WAGRAM PAPER STOCK INC.,21880 2nd. St.,,Wagram,NC,28396,US,(910) 369-2211,,blaviner@windstream.net; sales2@scrapmanagement.com,(910) 318-1068,Y,0,NULL,blaviner@windstream.net
403920,1873,INVOICE,AKROTEX EXTRUSION INC,PO Box 1508,Attn: Deesie Garza,Orange,TX,77630,US,(409) 886-0006,(409) 886-2852,brucebyerly@akrotex.com; sales2@scrapmanagement.com,(409) 670-5480,Y,0,NULL,brucebyerly@akrotex.com
403921,1874,INVOICE,HAMPTON FARMS,6A NM-467,,Portales,NM,88130,US,(575) 359-1454,,jollervides@hamptonfarms.com; ibeylin@ucsincny.com,,Y,0,NULL,jollervides@hamptonfarms.com
403922,1875,INVOICE,FAST GROWING TREES,2621 Old Nation Rd,,Fort Mill,SC,,US,(615) 390- 2686,,jfrolich@fast-growing-trees.com; aa@scrapmanagement.com,,Y,0,NULL,
403923,1876,INVOICE,A TO Z PAWN,121 W White Oak St,,Leitchfield,KY,,US,270-230-7343,,atozpawn84@yahoo.com; sales2@scrapmanagement.com,,Y,0,NULL,
403924,1877,INVOICE,TRI-POWER RECYCLING LLC,1240 Anderson Street,,Elkhart,IN,46514,,574-320-1319,,cindylfifer@gmail.com; jb@ucsincny.com; ib@ucsincny.com,574-848-1900,Y,0,NULL,
403925,1878,INVOICE,PAL-SERV,4100 Platinum Way,,Dallas,TX,75237,,405-672-1155,405-672-1159,Jacob.Folmar@pal-serv.com; sales2@scrapmanagement.com; ibeylin@ucsincny.com,405-915-4558,Y,0,0,
403926,1879,INVOICE,PIVOT TRADING,11601 W Hwy 290,Suite A101393,Austin,TX,78737,,512-748-6604,,mike@pivotplastic.com; ib@ucsincny.com,,Y,0,0,
403927,1879,"PLASTIC SALVAGE - DENISON, TX",PLASTIC SALVAGE,700 W Coffin Street,,Denison,TX,75020,,512-748-6604,,mike@pivotplastic.com,,N,0,0,
403928,1831,EARTH CITY,"PALOGIX SUPPLY CHAIN SERVICES, LLC.",4301 Rider trail north,Suite 500,Earth city,MO,63045,US,314-655-9065 ,,monia.lawrence@palogix.com; rpereira@ucsincny.com,636-288-1209,N,0,0,
403929,1128,221 S UNION,FRANKLIN PLASTICS,221 S Union Street,BLDG 34,Battle Creek,MI,49014,,(269) 966-8851,,travis@franklin-scrap.com; Leslie@franklin-scrap.com; ab@scrapmanagement.com,,N,0,0,
403930,1880,INVOICE,SCRAP MANAGEMENT,1600 Matthews-Mint Hill Rd Suite E,,Matthews,NC,28105,US,(704) 251-8889,,,,Y,0,NULL,
403931,1881,INVOICE,FSI INC,360 Aqua Chem Dr,,Charlotte,NC,28208,US,(704) 596-0555,,<brian@fsiinc.biz>,,Y,0,NULL,<brian@fsiinc.biz>
403932,1882,INVOICE,INDORAMA VENTURES,1764 Wilkinson Street,,Athens,AL,35611,US,(256)-232-3543 X111,,karl.geiger@us.indorama.net; ib@ucsincny.com; abuyanovskiy@ucsincny.com,(256)-777-9773,Y,0,NULL,
403933,1879,"CSQUARE - ARLINGTON, TX",CSQUARE,3703 Ave E,,Arlington,TX,76011,US,512-748-6604,,mike@pivotplastic.com,,N,0,0,
403934,1883,INVOICE,METROPLEX WOOD PALLETS,P.O. Box 21276,,Houston,TX,21276,US,(713) 671 - 9560,(713) 671 - 9536,Info@MetroPlexWood.com; sale2@scrapmanagement.com,,Y,0,NULL,<George@metroplexwood.com>
403935,1883,PRIMARY ADDRESS,METROPLEX WOOD PALLETS,7501 Schneider Street,,Houston,TX,77093,US,(713) 671 - 9560,(713) 671 - 9536,Info@MetroPlexWood.com,,N,0,0,
403936,1884,INVOICE,FORT JACKSON ARMY BASE,3392 Magruder Ave.,DFMWR / Qualified Recycling Program (QRP),Columbia,SC,29207-5608,US,(803) 751-1110,,ernest.b.dicks.naf@mail.mil; sales2@scrapmanagement.com,(803) 521-1644,Y,0,NULL,ernest.b.dicks.naf@mail.mil
403937,1884,Pick-Up Address,FORT JACKSON ARMY BASE,BLDG 5671 Lee Road,,Columbia,SC,29207,US,(803) 751-1110,,dicks.ernest@yahoo.co.uk,,N,0,0,
403938,1879,"CAROLINA RECYCLING, ARLINGTON, TX",CAROLINA RECYCLING,2920 Avenue F,,Arlington,TX,76011,US,512-748-6604,,mike@pivotplastic.com,,N,0,0,
403939,1869,PRIMARY ADDRESS,PLASTIC MATERIALS INC,775 E. Highland Rd,,Macedonia,OH,44056,US,(330) 468-0184,(330) 468-0315,DKolibab@plasticmaterialsinc.com,,N,0,0,
403940,1885,INVOICE,FRYMAN'S RECYCLING,300 E. Railroad St.,,Dowagiac,MI,49047,,269-782-0959,,jerry@frymansrecycling.com; ib@ucsincny.com; jb@scrapmanagement.com,269-208-7073,Y,0,NULL,
403941,1885,"DOWAGIAC, MI",FRYMAN'S RECYCLING,58011 M-51 South,,Dowagiac,MI,49047,,269-782-0959,,jerry@frymansrecycling.com,,N,0,0,
403942,1886,INVOICE,KALUZNY BROTHERS,2324 Mound Rd,,Joliet,IL,60436,,815-729-5068,,kbidispatch@gmail.com; jb@scrapmanagement.com,,Y,0,NULL,
403943,1887,INVOICE,CAROLINA RECYCLE PARTNERS,101 Plum Street,,Belmont,NC,28012,,704-461-1987,,ben@carolinarecycle.com; Toshawood@carolinarecycle.com; ib@ucsincny.com,,Y,0,NULL,
403944,1298,"BRYAN, OH",BRYAN PLASTICS for In-Plas,721 East Edgerton Street,,Bryan,OH,43506,,(877) 413-3899,,plasticscrap@fuse.net; ab@scrapmanagement.com,,N,0,0,
403945,1888,INVOICE,CITY CARTING WESTCHESTER,P.O. Box 339,,Yonkers,NY,10710,US,,,chrisox@ccowny.com; rp@scrapmanagement.com,,Y,0,NULL,
403946,1889,INVOICE,BELL COUNTY RECYCLING CTR,55 Highway 1534,,Pineville,KY,40977,US,(606) 248-7861,,jb_hoskins@yahoo.com; ib@ucsincny.com; sales2@scrapmanagement.com,(606) 670-1137,Y,0,NULL,
403947,1890,INVOICE,FAIRFIELD PROCESSING CORPORATION,PO Box 1157,,Danbury,CT,06813-1157,US,203.797.3023,,Kene@fairfieldworld.com; rp@scrapmanagement.com,,Y,0,NULL,
403948,1890,PICK UP ADDRESS,FAIRFIELD PROCESSING CORPORATION,108 Beaver Brook Road,,Danbury,CT,6810,US,203.797.3023,,Kene@fairfieldworld.com,,N,0,0,
403949,1662,"CLIFTON, NJ",RJ Evercrest,220 Clifton Ave,,Clifton,NJ,7011,,210-612-1162,,lynn@rpm-recycling.com; zwalter@rpm-recycling.com,,N,0,0,
403950,1891,INVOICE,EFS PLASTICS US INC,9 Peach Tree Hill Rd,,Livingston,NJ,7039,US,,,eadaoin.quinn@efs-plastics.ca; ib@ucsincny.com; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403951,1892,INVOICE,CONTAINERS N PALLETS LLC,100 South Stateline Rd,,Pulaski,PA,16143,US,724-856-1847,,anthonyaven@cnpllc.com; rp@scrapmanagement.com,,Y,0,NULL,
403952,1894,INVOICE,POLYONE CORPORATION,3100 North 35th Street,,Terre Haute,IN,47804,US,440 930 3315,,Patricia.sites@polyone.com; abuyanovskiy@ucsincny.com,440 930 3315,Y,0,NULL,Patricia.sites@polyone.com
403953,1895,INVOICE,POLK COUNTY SOLID WASTE RECOVERY MRF,708 8th St. NW,,Fosston,MN,56542,US,218-435-6501,,todd.rue@co.polk.mn.us; jb@scrapmanagement.com,,Y,0,NULL,todd.rue@co.polk.mn.us
403954,1548,MOWHAWK WAREHOUSE,4TH GENERATION RECYCLING INC.,6642 Center Rd,,Saybrook,OH,44004,US,954-306-6901,954-252-3801,SF@4grecycling.com; Dispatch@4GRecycling.com; ib@scrapmanagement.com,,N,0,0,
403955,1896,INVOICE,ADAMS PLASTICS,1125 Carnegie St,,Rolling Meadows,IL,60008,US,708-288-6867,,recycling@adamsplastics.com; ib@ucsincny.com,224-248-8010,Y,0,NULL,jvizconde@adamsplastics.com
403956,1377,WASTE MANAGEMENT -  OKLAHOMA CITY OK,WM RECYCLE AMERICA,5519 NW4th,,Oklahoma City,OK,73127,US,405.949.7564,,msanfil1@wm.com; Chaldeman@wm.com,,N,0,0,
403957,1798,WEST SALEM OH,PRIME WOODCRAFT,8619 Rainbow Highway,,West Salem,OH,44287,US,216-269-9432,,Cprokopy@primewoodcraft.com; ib@scrapmanagement.com,,N,0,0,
403958,1896,PRIMARY ADDRESS,ADAMS PLASTICS,1125 Carnegie St,,Rolling Meadows,IL,60008,US,224-248-8010,,rlevoy@adamsplastics.com,Mike Wu <mwu@adamsplastic,N,0,0,jvizconde@adamsplastics.com
403959,1898,INVOICE,ZANESVILLE PALLET,2235 Liking Rd,,Zanesville,OH,43701,US,7404543700,740-454-3752,Zane@zanesvillepallet.com; ab@scrapmanagement.com,,Y,0,NULL,Zane@zanesvillepallet.com
403960,1900,INVOICE,B & L POLYMER PROCESSING,4330 N 39th Ave,,Phoenix,AZ,85019,US,602-415-9229,,accounting@blpolymer.com; ib@ucsincny.com,,Y,0,NULL,accounting@blpolymer.com
403961,1901,INVOICE,US COLUMBUS TRADE LLC,800 South  Leighton Street,,Kenton,OH,43326,,(614) 266- 0760,,usctrade@yahoo.com; sa@scrapmanagement.com; ab@scrapmanagement.com,,Y,0,NULL,
403962,1902,INVOICE,ENTERPRIZE CONTAINER CORP,Lockbox # 646404,PO BOX 646404,Cincinnati,OH,45264-6404,US,9312700341,,rodney@enterprizecontainer.com; ab@scrapmanagement.com,,Y,0,NULL,
403963,1903,INVOICE,DONCO PAPER SUPPLY COMPANY,737 N Michigan Ave,Suite 1450,Chicago,IL,60611,,312-337-7822,312-337-7891,ib@ucsincny.com,,Y,0,NULL,
403964,1900,PRIMARY ADDRESS,B & L POLYMER PROCESSING,4330 N 39th Ave,,Phoenix,AZ,85019,US,602-415-9229,,accounting@blpolymer.com,,N,0,0,
403965,1745,PRIMARY ADDRESS,WASTE CONNECTIONS OF AZ - TUCSON DIVISION,3755 S. Royal Palm Road,,Apache Junction,AZ,85119,US,(520) 867-6080 ,,Larry@radservices.com; Melissa.H@rightawaydisposal.com; ib@scrapmanagement.com,,N,0,0,
403966,1831,FISHER IN,"PALOGIX SUPPLY CHAIN SERVICES, LLC.",9910 N by Northeast Blvd,Ste. 100,Fishers,IN,46037,US,937-554-1106,,robert.justice@palogix.com,,N,0,0,
403967,1641,WFB WI FILM AND BAG,NOVOLEX,1075 AIrport Road,,Shawano,WI,54166,,715-524-0210,715-524-8051,Dan.Blake@novolex.com; strmaterialinc@gmail.com; Katie.Bohm@novolex.com; ab@scrapmanagement.com,,N,0,0,
403968,1298,"GENTRY, AR",ALTERNATIVE PLASTICS for In-Plas,12579 Pioneer Ln,,Gentry,AR,72734,,479-736-1556,,plasticscrap@fuse.net; ab@scrapmanagement.com,,N,0,0,
403969,1904,INVOICE,HAYES RECYCLED PALLETS,16 Maple St,,Leicester,VT,5733,US,(802) 247-4620 ,,Hayespallets@hotmail.com; ib@ucsincny.com; rp@scrapmanagement.com,,Y,0,NULL,Hayespallets@hotmail.com
403970,1904,PICK UP ADDRESS,HAYES RECYCLED PALLETS,1 Corona St,,Brandon,VT,5733,US,802-247-4620,,Hayespallets@hotmail.com,,N,0,0,
403971,1905,INVOICE,EASTERN RECYCLING SERVICES,7616 Canton Center Drive,,Baltimore,MD,21224,US,410-477-7500,,TClark@ersmd.com; ib@ucsincny.com; aa@ucsincny.com,,Y,0,NULL,TClark@ersmd.com
403972,1905,PRIMARY ADDRESS,EASTERN RECYCLING SERVICES,7616 Canton Center Drive,,Baltimore,MD,21224,US,410-477-7500,,TClark@ersmd.com,,N,0,0,
403973,1907,INVOICE,KELCO RECYCLING INC,6005 Powers Ave.,,Jacksonville,FL,32217,US,904-254-1968,,mike@kelcorecycling.com; ib@ucsincny.com,207-272-5095,Y,0,NULL,mike@kelcorecycling.com
403974,1908,INVOICE,FIBERON,181 Random Drive,,New London,NC,28127,US,704-463-7118,704-463-2161,ray.hampton@fiberondecking.com; ib@ucsincny.com,,Y,0,NULL,accountspayable@fiberondecking.com
403975,1909,INVOICE,ENVIROVISION TECHNOLOGIES LLC,PO Box 1029,,Linwood,NC,27299,,855-333-0133,,jlightner@evtusa.com; ib@ucsincny.com,704-779-0134,Y,0,NULL,
403976,1909,"GASTONIA, NC",ENVIROVISION TECHNOLOGIES LLC,1124 Isley Drive,,Gastonia,NC,28052,,855-333-0133,,jlightner@evtusa.com,,N,0,0,
403977,1908,DELIVERY ADDRESS,FIBERON,44017 US HIGHWAY 52 NORTH,,New London,NC,28127,US,704-463-7118,704-463-2161,ray.hampton@fiberondecking.com,,N,0,0,
403978,1910,INVOICE,HILL BROTHERS LOGISTICS,7850 I Street,,Omaha,NE,68127,US,402-547-1089,402-592-1049,crism@hillbros.com,402-708-6991-AFTERHOURS,Y,0,NULL,crism@hillbros.com
403979,1377,WASTE MANAGEMENT -  NEWARK NJ,WM RECYCLE AMERICA,150 Saint Charles St.,,Newark,NJ,7105,US,716-626-7810,,rmorthor@wm.com,,N,0,0,rmorthor@wm.com
403980,1630,DELIVERY ADDRESS,IRP LOGISTICS LLC,634 W. Oak St.,,Chicago,IL,60610,US,(248) 496-1784,,Jeff@irplogistics.com; ib@ucsincny.com,,N,0,0,
403981,1911,INVOICE,SUNSWEET COMPANY,901 N. Walton Ave,,Yuba City,CA,95991,US,530-674-5010,,gpiper@sunsweet.com; jb@scrapmanagment.com,,Y,0,NULL,
403982,1889,PRIMARY ADDRESS,BELL COUNTY RECYCLING CTR,55 Hwy 1534,,Pineville,KY,40977,US,(606) 248-7861,,jb_hoskins@yahoo.com,,N,1,0,
403983,1912,INVOICE,POLY-PLUS SOLUTIONS INC.,10375 Wooster Street NW,,Massillon,OH,44647,US,,,jgoss07@gmail.com; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403984,1842,PRIMARY ADDRESS,US TREASURY DEPARTMENT - DPW Environmental Division,ATTN: Recycling Section,"1550 Veterans Parkway, Bldg 1137",Fort Stewart,GA,31314-4927,,(912) 767-8880,,johnny.n.davis.civ@mail.mil; ibeylin@ucsincny.com,,N,1,0,
403985,1913,INVOICE,CALCO PALLETS INC,PO Box 1922,,Woodstock,IL,60098,,815-725-5387,815-862-1600,Jeff@usacalco.com; orders@usacalco.com; jb@scrapmanagement.com,,Y,0,NULL,
403986,1914,INVOICE,NORTHLAND PALLET INC,13285 Fenway Blvd N,,Hugo,MN,55038-7453,,(651) 426-9405,,office@northlandpallet.com; markw@northlandpallet.com; ib@ucsincny.com; sales2@scrapmanagement.com,(651) 426-9405,Y,0,NULL,
403987,1798,Moreno Valley Aldi,MORENO VALLEY ALDI,12261 Aldi Place,,Moreno Valley,CA,92555,US,(440) 591-7483,,John.Sullivan@primewoodcraft.com; mani@primewoodcraft.com; ib@scrapmanagement.com,,N,0,0,
403988,1649,Riverside CA,MACO IMPORT & EXPORT INC,?,,Riverside,CA,,,(909) 868-0882,(909) 868-0330,nancy@macorecycling.com; ib@ucsincny.com,626-688-2379,N,0,0,
403989,1913,PRIMARY ADDRESS,Calco Pallets Inc.,1350 Franklin Grove Road,,Dixon,IL,61021,,815-725-5387,815-862-1600,Jeff@usacalco.com; orders@usacalco.com; jb@scrapmanagement.com,,N,0,0,
403990,1298,"RICHMOND, KY",KY RECYCLING FOR IN-PLAS,114 Quality Drive,,Richmond,KY,40475,,(877) 413-3899,,plasticscrap@fuse.net; abuyanovskiy@ucsincny.com,,N,0,0,
403991,1915,INVOICE,EMI RECYCLING,636 Commerce Street,,Stuart,VA,24171,,1-855-559-4364,,,,Y,0,NULL,Stephen_Jackson@emirecycling.com
403992,1873,PRIMARY ADDRESS,AKROTEX EXTRUSION INC,1804 Austin St.,,Orange,TX,77630,US,(409) 886-0006,(409) 886-2852,brucebyerly@akrotex.com; sales2@scrapmanagement.com,,N,0,0,
403993,1916,INVOICE,UBER FREIGHT,PO Box 74007178,,"Chicago,",IL,60674-74007178,,628-203-8567,,shipper-support@uber.com,,Y,0,NULL,shipper-support@uber.com
403994,1917,INVOICE,J T CONTAINER INC,255 Woodford Ave,,Elyria,OH,44035,,(216) 961-0035,(216) 961-5809,dmackall@containercompliance.com; sa@scrapmanagement.com,,Y,0,NULL,
403995,1844,ST CLOUD,PYTHONS OF ST CLOUD INC,550 4 1/2 St. NE,,St Cloud,MN,56304,,(320) 253- 2054,,pythons550@aol.com; jb@ucsincny.com,,N,0,0,
403996,1918,INVOICE,DRUMCO INC,3299 Tulane Rd,,Memphis,TN,38116,US,901-396-6484,,ggunn@drumco.com; chad.headley@greif.com; ibeylin@ucsincny.com,501-353-7435,Y,0,NULL,ggunn@drumco.com
403997,1678,ASLIP IL,KJ PLASTICS INC,5623 W. 115th Street,,Alsip,IL,60803,US,215-361-8222,215-234-4344,steve@kjplasticsinc.com; ib@ucsincny.com; abuyanovskiy@ucsincny.com,,N,0,0,
403998,1917,"ELYRIA, OH",JT CONTAINER,255 Woodford Ave,,Elyria,OH,44035,,(216) 961-0035,(216) 961-5809,dmackall@containercompliance.com; sa@scrapmanagement.com,,N,0,0,
403999,1920,INVOICE,CURBSIDE MANAGEMENT,PO BOX 18722,,Asheville,NC,28814,US,(828) 252-2532,(828) 251-2588,swait@curbie.com; BLawson@Curbie.com; ibeylin@ucsincny.com,,Y,0,NULL,
404000,1920,ASHEVILLE NC,CURBSIDE MANAGEMENT,116 N. Woodfin Avenue,,Asheville,NC,28804,,(828) 252-2532,(828) 251-2588,swait@curbie.com; BLawson@Curbie.com; ibeylin@ucsincny.com,,N,0,0,
404001,1548,TJX - VEGAS,TJ MAX,4100 East Lone Mountain Rd,,North Las Vegas,NV,89081,US,954-306-6901,954-252-3801,SF@4grecycling.com; Dispatch@4GRecycling.com; ib@ucsincny.com,,N,0,0,
404002,1922,INVOICE,ENVIRONMENTAL WASTE RECYCLING INC,8420 Rayson Rd.,,Houston,TX,77080,,786 307 8781,,envwasrec@gmail.com; ib@ucsincny.com,,Y,0,NULL,envwasrec@gmail.com
404003,1879,"WHITEWRIGHT, TX",PIVOT TRADING,2747 Hwy 160,,Whitewright,TX,75491,US,512-748-6604,,mike@pivotplastic.com; ib@ucsincny.com,,N,0,0,mike@pivotplastic.com
404004,1923,INVOICE,SCHUPAN RECYCLING,2225 Glendenning Road,,Kalamazoo,MI,49001,US,708-426-3120,,ekane@schupan.com,,Y,0,NULL,ekane@schupan.com
404005,1924,INVOICE,FV RECYCLING,6184 Hwy 98 W,Suite 210,Hattiesburg,MS,39402,US,(601) 310-6327,,quinten.williams@fvrecycling.com,(601) 522-0337,Y,0,NULL,quinten.williams@fvrecycling.com
404006,1925,INVOICE,SSWA RECYCLING,721 Hwy 43 South,,Tuscumbia,AL,35674,US,(256) 248-4357,,sswarecycling@comcast.net; sales2@scrapmanagement.com,(256) 366-3049,Y,0,NULL,sswarecycling@comcast.net
404007,1299,LONG CREEK,JB PLASTICS,"Carolina Plastics, Inc.",880 Acadamy Blvd,Long Creek ,SC,29658,US,770-331-8443,,jbplastics@woh.rr.com; ib@ucsincny.com; abuyanovskiy@ucsincny.com,,N,0,0,
404008,1923,DC4 PLANT,SCHUPAN RECYCLING,HIGHWAY 431 NORTH,6920 LEWISBURG ROAD,RUSSELLVILLE,KY,42276,US,708-426-3120,,ekane@schupan.com,,N,0,0,
404009,1926,INVOICE,THE REMM GROUP,217 Terrace Hill Street,Unit B10,Brantford,ON,N3R 1G8,CA,(519) 304-8333,,sam@remm.ca,(519) 859-6989,Y,0,NULL,sam@remm.ca
404010,1878,GASTONIA,PAL-SERV,1224 Isley Drive,,Gastonia,NC,28052,US,704-861-6268,405-672-1159,kevin.ryan@pal-serv.com; sales2@scrapmanagement.com; ibeylin@ucsincny.com,,N,0,0,
404011,1811,USPS Mailing Address,AARON INDUSTRIES CORP,PO Box 607,,Leominster,MA,1453,,978-534-6135,978-537-7360,"domd@aaroninc.com, strmaterialinc@gmail.com; ib@ucsincny.com; abuyanovskiy@ucsincny.com",,N,0,0,
404012,1928,INVOICE,AA PALLET INC,900 W. 49th place,,Chicago,IL,60609,,773-536-3699,,marcoaapallets@aol.com; jb@ucsincny.com,773-426-0692,Y,0,NULL,
404013,1929,INVOICE,BIRDSONG PEANUTS,311 Factory St,,Suffolk,VA,23434,US,(757) 539-4151,,dlangston@birdsong-peanuts.com,(757) 514-0134,Y,0,NULL,dlangston@birdsong-peanuts.com
404014,1929,"Franklin, VA",BIRDSONG PEANUTS,31380 General Thomas HWY,,Franklin,VA,23851,US,(757) 562-3177,,dlangston@birdsong-peanuts.com,,N,0,0,
404015,1639,"DES PLAINES, IL",GROOT,55 W Howard Ave,,Des Plaines,IL,60018,,,,NULL,NULL,N,0,0,NULL
404016,1930,INVOICE,SAVANNAH PALLETS,1610 Staley Ave,,Savannah,GA,31405,US,(912) 965-9214,,NULL,NULL,Y,0,NULL,NULL
404017,1932,INVOICE,HEARTLAND RECYCLERS LLC,307 W White Oak Street,,Leitchfield,KY,42754,US,(270) 769-2506,,NULL,NULL,Y,0,0,NULL
404018,1933,INVOICE,CLOVER PLASTICS LLC,1145 Howard Dr.,,West Chicago,IL,60185,US,630.473.6488,,NULL,NULL,Y,0,NULL,NULL
404019,1934,INVOICE,LUNDBERG FAMILY FARMS,5311 Midway,P.O. Box 369,Richvale,CA,95974,US,530-538-3500,,NULL,NULL,Y,0,NULL,NULL
404020,1935,INVOICE,U POLYMERS,1351 E Riverview Drive,,San Bernardino,CA,92408,US,909-693-1453,,NULL,NULL,Y,0,0,NULL
404021,1934,PRIMARY ADDRESS,LUNDBERG FAMILY FARMS,5311 Midway,,,,,,,,NULL,NULL,N,0,0,NULL
404022,1936,INVOICE,ICS CARGO CLEAN,Lockbox 74007518,PO Box 74007518,Chicago,IL,60674-0185,US,,,NULL,NULL,Y,0,NULL,NULL
