partner_id,Type,is_remit,is_invoice_entity,is_facility,Alias,company_id,address,adderess2,city,state,zip,country,Contact,Phone,Email
MIDWEST FIBER INC,Inv/Remit,,,,PRIMARY,MIDWEST FIBER INC,422 S. White Oak Rd,,Normal,IL,61761,,Stefan Mullins,(217) 424-9460,smullins@midwest-fiber.com; ab@scrapmanagement.com; lbruce@midwest-fiber.com; weights@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,"CHICAGO, IL",Jakacki Bag & Barrel - For Midwest Fiber,4607 W. Lexington,,Chicago,IL,60644,,Logan Bruce,(309) 452-0064,pfreeman@midwest-fiber.com; lbruce@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,DECATUR,"MIDWEST FIBER, INC - DECATUR",1781 Hubbard Ave,,Decatur,IL,62526,,Stefan Mullins,(217) 519-8294,smullins@midwest-fiber.com; lbruce@midwest-fiber.com; roconnor@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,HAZELWOOD MO,"MIDWEST FIBER, INC",6008 N. Lindbergh Blvd,,Hazelwood,MO,63042,,Jamie Lawrence,812-460-1003,jlawrence@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,"JOPLIN, MO","MIDWEST FIBER, INC",3178 N. Kentucky,,Joplin,MO,64801,United States,Stefan Mullins,(217) 329-2270,smullins@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,MORRISTOWN TN,MIDWEST FIBER INC,5447 Jeffrey Lane,,Morristown,TN,37813,,Stefan Mullins,,smullins@midwest-fiber.com
MIDWEST FIBER INC,Location,,,,ST LOUIS MO,PLM,7100 Hazelwood Ave.,,St Louis,MO,63042,,Todd,217-519-5372,twingstrom@midwest-fiber.com; lbruce@midwest-fiber.com; ab@scrapmanagement.com;twingstrom@midwest-fiber.com; lbruce@midwest-fiber.com; ab@scrapmanagement.com
MIDWEST FIBER INC,Location,,,,"URBANA, IL","MIDWEST FIBER, INC",1201 East University Ave,,Urbana,IL,61802,,Stefan Mullins,,smullins@midwest-fiber.com
MIDWEST FIBRE SALES CORP,Remit,,,,INVOICE,MIDWEST FIBRE SALES CORP,PO Box 825,,Springfield,MO,65801,,Byron Wilcox,417-862-1976,byron@midwestfibresales.com; ab@scrapmanagement.com
MIDWEST FIBRE SALES CORP,Location,,,,"SPRINGFIELD, MO",MIDWEST FIBRE SALES,911 N. Farm Rd. 123,,Springfield,MO,65802,,,,
MIDWEST PRODUCT RECOVERY,Inv/Remit,,,,INVOICE,MIDWEST PRODUCT RECOVERY,23014 3rd Str Ne,,East Bethel,MN,55005,United States,Ron Smith,763-434-5944,sa@scrapmanagement.com; ron@mwprec.com
MIDWEST PRODUCT RECOVERY,Location,,,,BLOOMINGTON MN,ROHN INDUSTRIES For MIDWEST PRODUCT RECOVERY,6301 W. Old Shakopee Rd,,Bloomington,MN,55738,,Ron,763-434-5944,sa@scrapmanagement.com; ron@mwprec.com;sa@scrapmanagement.com; ron@mwprec.com;sa@scrapmanagement.com; ron@mwprec.com
MIDWEST PRODUCT RECOVERY,Location,,,,COSMOS MN,MIDWEST PRODUCT RECOVERY,250 Astro Blvd E,,Cosmos,MN,56228,United States,Ron Smith,763-434-5944,ron@mwprec.com
MIDWEST PRODUCT RECOVERY,Location,,,,EAST BETHEL MN,MIDWEST PRODUCT RECOVERY,23014 3rd Str NE,,East Bethel,MN,55005,,Ron Smith,(763) 434-5944,ron@mwprec.com; sa@scrapmanagement.com
MIDWEST PRODUCT RECOVERY,Location,,,,JOLIET IL,EVERON POLYMERS For MPR,420 Woodruff Road,,Joliet,IL,60432,,Vince,,
MIDWEST PRODUCT RECOVERY,Location,,,,"RICHMOND, VA",MIDWEST PRODUCT RECOVERY,1306 Richmond Hwy,,Richmond,VA,23224,United States,Ron Smith,(612) 501-8157,ron@mwprec.com; sa@scrapmanagement.com
MIDWEST PRODUCT RECOVERY,Location,,,,"ROSEVILLE, MN",MIDWEST PRODUCT RECOVERY,2425 Terminal Rd.,,Roseville,MN,55113,United States,Ron Smith,763-434-5944,ron@mwprec.com
MIDWEST PRODUCT RECOVERY,Location,,,,WICHITA KS,IP Recycling Center,4300 W. 29th St.,,Wichita,KS,67215,,,,
MIlK RUNS,Remit,,,,INVOICE,MIlK RUNS,,,,,,,,,
MILLENNIUM RECYCLING,Remit,,,,INVOICE,MILLENNIUM RECYCLING,305 E 50th St N,,Sioux Falls,SD,57104,United States,Shannon Dwire,605-336-1744,shannon@millenniumrecycling.com; sa@scrapmanagement.com
MILLER RECYCLING CORPORATION,Remit,,,,INVOICE,MILLER RECYCLING CORPORATION,73 Plymouth street,,Mansfield,MA,2048,United States,Mitch Slapik,(800) 783- 6766,mslapik@millerrecycling.com; rp@scrapmanagement.com
MILLWOOD INC,Remit,,,,INVOICE,MILLWOOD INC,4438 Muhlhauser Rd,,Hamilton,OH,45011,,Antonio Delgado,(513) 860-4567,adelgado@millwoodinc.com; sa@scrapmanagement.com
MING'S RECYCLING,Inv/Remit,,,,INVOICE,MING'S RECYCLING,3316 47th Avenue,,Sacramento,CA,95824,,Kenny Luong,,ken@mingrecycling.com
MISSOURI DEPT OF HEALTH,Remit,,,,INVOICE,MISSOURI DEPT OF HEALTH,PO Box 570,,Jefferson City,MO,65102,,Eric Hueste,573-751-6087,Eric.Hueste@health.mo.gov; John.Whitaker@health.mo.gov; Devin.Camden@health.mo.gov; lm@scrapmanagement.com
MISSOURI DEPT OF HEALTH,Location,,,,JEFFERSON CITY MO,IWDG,312 Wilson Drive,,Jefferson City,MO,65109,,Daleh,,Daleh@iwdg.com; loliver@iwdg.com; eastdock@iwdg.com; KyleC@iwdg.com
MISSOURI PLASTICS,Remit,,,,PRIMARY,MISSOURI PLASTICS,4751 State Highway Y,,Jackson,MO,63755,,Becky Nunnally,(573) 334-7880,becky@missouriplastics.com
MITCHELL CONTAINER SERVICES INC,Remit,,,,INVOICE,MITCHELL CONTAINER SERVICES INC,226 Saraland Boulevard South,,Saraland,AL,36571,,Randy Speights,(251) 675-3786,randy@mcontainer.com; lm@scrapmanagement.com
MITSUBISHI LOGISNEXT AMERICAS,Inv/Remit,,,,INVOICE,MITSUBISHI LOGISNEXT AMERICAS,240 N Prospect St,,Marengo,IL,60152,,Joel Gadawski,815-568-4340,joel.gadawski@logisnext-na.com; DGuenther@unicarriersamericas.com; JGadawski@unicarriersamericas.com
MIXED PLASTICS LLC,Inv/Remit,,,,INVOICE,MIXED PLASTICS LLC,1171 S Robertson Blvd,Suite 250,Los Angeles,CA,90035,,seth,323-489-6700,seth@mixedplastics.com
MOLDAMATIC LLC,Remit,,,,INVOICE,MOLDAMATIC LLC,29 Noeland Ave,,Penndel,PA,19047,,Tom Wright,267-569-0042,twright@moldamatic.com; dpeek@moldamatic.com; rp@scrapmanagement.com
MOLDAMATIC LLC,Location,,,,PICK-UP ADDRESS,MOLDAMATIC LLC,3909 Nebraska Street,,Newportville,PA,19056,,Tom Wright,267-569-0042,
MONDO POLYMER TECHNOLOGIES INC,Inv/Remit,,,,INVOICE,MONDO POLYMER TECHNOLOGIES INC,PO BOX 250,,Reno,OH,45773,United States,Ron Wesel,740-376-9396,ron@mondopolymer.com; matt@mondopolymer.com
MONDO POLYMER TECHNOLOGIES INC,Location,,,,DELIVERY ADDRESS,MONDO POLYMER TECHNOLOGIES INC.,27620 State Route 7,,Reno,OH,45773,United States,Ron Wesel,740-376-9396,ron@mondopolymer.com
MONTGOMERY PAPER CO,Inv/Remit,,,,INVOICE,MONTGOMERY PAPER CO,400 E FOURTH ST,,DAYTON,OH,45402,,Mitch Jacobs,937-222-4059,montgomerypaper@ameritech.net; ab@scrapmanagement.com
MONTGOMERY PAPER CO,Location,,,,"PANDORA, OH",MONTGOMERY PAPER CO.,501 Basinger Road,,Pandora,OH,45877,,,,
MONTGOMERY RECYCLING,Remit,,,,INVOICE,MONTGOMERY RECYCLING,3544 Rabbits Foot Trail,,Lexington,KY,40503,,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com; austin@wasteprorecyclingky.com; sa@scrapmanagement.com;bmrecycling@aol.com; austin@wasteprorecyclingky.com; sa@scrapmanagement.com
MONTGOMERY RECYCLING,Location,,,,"DAYTON, OH",MONTGOMERY RECYCLING,312 Mound St,,Dayton,OH,45402,United States,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,FRANKFORT ROAD,MONTGOMERY RECYCLING,4182 Frankfort Rd,,Georgetown,KY,40324,United States,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,GEORGETOWN KY - VUTECH,VUTECH For MONTGOMERY RECYCLING,100 Carley Dr,,Georgetown,KY,40324,,,,
MONTGOMERY RECYCLING,Location,,,,"GEORGETOWN, KY",MONTGOMERY RECYCLING,793 Lemons Mill Rd.,,Georgetown,KY,40324,,Ben Montgomery,(859)621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,"INDIANAPOLIS, IN",MONTGOMERY RECYCLING,68 N Gale,,Indianapolis,IN,46201,United States,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,"LEXINGTON, KY",MONTGOMERY RECYCLING,247 South Forbes Rd,,Lexington,KY,40511,United States,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,MONTGOMERY RECYCLING,MONTGOMERY RECYCLING,424 Fairman Ct.,,Lexington,KY,40502,United States,Ben Montgomery,(859)621-2616,bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,"PARIS, KY",MONTGOMERY RECYCLING,233 East 20th St,Building 3,Paris,KY,40361,,Austin Montgomery,(859) 327-5789,austin@wasteprorecyclingky.com
MONTGOMERY RECYCLING,Location,,,,"SPRINGFIELD, KY",MONTGOMERY RECYCLING,1101 Corporate Dr,,Springfield,KY,40069,,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com; sa@scrapmanagement.com;bmrecycling@aol.com; sa@scrapmanagement.com
MONTGOMERY RECYCLING,Location,,,,"STANFORD, KY",MONTGOMERY RECYCLING,102 Industrial Park Dr,,Stanford,KY,40484,,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com;bmrecycling@aol.com;bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,"TOYOTA WAREHOUSE - GEORGETOWN, KY",MONTGOMERY RECYCLING,1001 Cherry Blossom Way,,Georgetown,KY,40324,,Primary,1 (859) 621-2616 -,
MONTGOMERY RECYCLING,Location,,,,VERSAILLES RD,MONTGOMERY RECYCLING,1229 Versailles Rd,,Lexington,KY,40508-3117,,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com;bmrecycling@aol.com
MONTGOMERY RECYCLING,Location,,,,"VERSAILLES, KY",MONTGOMERY RECYCLING,1000 Tyrone Pike,,Versailles,KY,40383,United States,Ben Montgomery,(859) 621-2616,bmrecycling@aol.com
MOTION CITY TRANSPORTATION,Remit,,,,INVOICE,MOTION CITY TRANSPORTATION,PO Box 1704,,Los Angeles,CA,90001,,Liz Castro,310-554-4425,liz@motioncitytransportation.com
MR&C SERVICES,Remit,,,,PRIMARY,MR&C SERVICES,11738 W US Highway 24,,Wolcott,IN,47995-8266,,Rex Wolf,(219) 863-7716,mrandcservices@gmail.com; yklevtsov@ucsincny.com
MRC POLYMERS,Inv/Remit,,,,INVOICE,MRC POLYMERS,901 W Crossroads Pkwy,,Romeoville,IL,60446,United States,Dave Brodsky,773-890-9000,dbrodsky@mrcpolymers.com; ib@scrapmanagement.com; ab@scrapmanagement.com
MS MATERIALS LLC,Remit,,,,INVOICE,MS MATERIALS LLC,P.O. Box 1997,,Appleton,WI,54140,,Anne Rausch,(920) 277-3040,anne@msmaterials.com; sales2@scrapmanagement.com
MS MATERIALS LLC,Location,,,,LITTLE CHUTE WI,WOW c/o MS MATERIALS LLC,2101 Bohm Dr.,,Little Chute,WI,54140,,Anne Rausch,(920) 277-3040,anne@msmaterials.com
MUCHAI LLC,Remit,,,,INVOICE,APEX CAPITAL CORP,PO Box 961029,,Fort Worth,TX,76161-1029,,James,(302) 722-4650,dispatch@muchaitrans.com
MULDROWS RECYCLING,Remit,,,,INVOICE,MULDROWS RECYCLING,833 Hill Street,,Rocky Mount,NC,27801,,Ishmael Muldrow,,ishmaelmuldrow4@yahoo.com; lm@scrapmanagement.com
MV HOUSTON CROSS DOCK,Remit,,,,INVOICE,MV HOUSTON CROSS DOCK,7075 Cypress Creek Pkwy,,Houston,TX,77066,,info,786-510-6623,info@mvcrossdock.com
MYERS DIVERSIFIED,Primary,,,,INVOICE,MYERS DIVERSIFIED,880 Dixie Hwy,,Newport,TN,37821,,Fred Myers,423-748-0525,MYERS282@msn.com; sa@scrapmanagement.com
,Remit,,,,"NEWPORT, TN",MYERS DIVERSIFIED,880 E HWY 25/70,,"Newport,",TN,37821,,Fred Myers,423-748-0525,
MYRON BOWLING AUCTIONEERS INC,Remit,,,,INVOICE,MYRON BOWLING AUCTIONEERS INC,3901 Kraus Lane,,Hamilton,OH,45014,,,,
MYRON BOWLING AUCTIONEERS INC,Location,,,,PICKUP ADDRESS,Nordson EFD,8 Applegate Drive,,Robbinsville,NJ,8691,,Tara Casternovia,908-797-7263,info@ajenterpriserigging.com;info@ajenterpriserigging.com
NAPA RECYCLING AND WASTE SVS,Primary,,,,INVOICE,NAPA RECYCLING AND WASTE SVS,P.O. Box 239,,Napa,CA,94558,,Alexandra Farley,707-255-5200,AllieF@naparecycling.com
NAPA RECYCLING AND WASTE SVS,Location,,,,"AMERICAN CANYON, CA",NAPA RECYCLING AND WASTE SVS,820 Levitin Way,,American Canyon,CA,94558,,Alexandra Farley,707-255-5200,AllieF@naparecycling.com;Dawn@NapaRecycling.com;
NAPA RECYCLING AND WASTE SVCS,Remit,,,,PRIMARY ADDRESS,NAPA RECYCLING AND WASTE SVCS,: P.O. Box 239 .,,Napa,CA,94558,,,,
NAPIER PALLET INC,Remit,,,,INVOICE,NAPIER PALLET INC,103 South St,,Butler,KY,41006,,Brandi,(859) 472-531,brandi@napierpalletinc.com; lm@scrapmanagement.com
NATIONAL BOX EXCHANGE INC,Inv/Remit,,,,INVOICE,NATIONAL BOX EXCHANGE INC,209 Crystal Ct,,Blue Bell,PA,19422,,Jodi Cannan,866-311-8794,jodi@nationalboxexchange.com; ib@scrapmanagement.com
NATURE'S WOOD PRODUCTS LLC,Remit,,,,INVOICE,NATURE'S WOOD PRODUCTS LLC,123 County Road 17,,Elkhart,IN,46516,,"Cindy Fifer  Brian Fifer, Jr",574-848-1900,cfifer@natureswoodproducts.net; bfifer@natureswoodproducts.net; wcarabano@ucsincny.com
NATURE'S WOOD PRODUCTS LLC,Location,,,,NATURES WOOD - ELKHART,NATURE'S WOOD PRODUCTS LLC,54693 County Road 17,,Elkhart,IN,46516,,"Cindy Fifer  Brian Fifer, Jr",574-848-1900,cfifer@natureswoodproducts.net; bfifer@natureswoodproducts.net; wcarabano@ucsincny.com
NAV LOGISTICS INC,Remit,,,,INVOICE,NAV LOGISTICS INC,12620 FM 1960 A-4,,Houston,TX,77065,,Bob Wilson,713-277-7313,bob@nlius.com
NAZARETH PALLET COMPANY,Remit,,,,INVOICE,NAZARETH PALLET COMPANY,800 Held Dr,,Northampton,PA,18067,,Ken Laga,(610) 262-9799,tkromer@nazpallet.com; klaga@nazpallet.com; ar@nazpallet.com; rpereira@ucsincny.com
NEALS PALLET CO,Remit,,,,INVOICE,NEALS PALLET CO,8808 Wilkinson Blvd,,Charlotte,NC,28214,United States,Danny Sparrow,704) 393- 8568,dannysparrow@yahoo.com; ib@scrapmanagement.com
NEALS PALLET CO,Location,,,,PICK UP,NEAL'S PALLET CO,5100 Terminal Street,,Charlotte,NC,28208,,,,
NEED CO,Inv/Remit,,,,PRIMARY,NEED CO,10612-D PROVIDENCE RD #750,,CHARLOTTE,NC,28277,,NEED CO,704-698-5186,ib@scrapmanagement.com
NEED PO,Remit,,,,NEED PO,NEED PO,,,,,,,NEED PO,704-698-5186,ib@scrapmanagement.com
NELSON CO,Remit,,,,INVOICE,NELSON CO,2588 Heart Dr,,Conover,NC,28613,,Michael Schronce,(828) 358-6800,mschronce@nelsoncompany.com
NELSON CO,Location,,,,MEMPHIS TN,NELSON CO,3400 Chelsea Ave,,Memphis,TN,38108,United States,Chris Recker,(901) 380-0022,chris.recker@nelsoncompany.com; quenton.poole@nelsoncompany.com
NEW ENGLAND RECYCLING,Remit,,,,INVOICE,NEW ENGLAND RECYCLING,490 Winthrop Street,,Tauton,MA,2780,United States,Paul Correia,(508) 822-4345,jjohnson1@win-waste.com
NEW INDY RECYCLING LLC,Remit,,,,INVOICE,NEW INDY RECYCLING LLC,28750 Network Place,,Chicago,IL,60673-1287,United States,Demidric Cooks,(925) 487-4405,demidric.cooks@new-indycb.com; ib@scrapmanagement.com
NEW INDY RECYCLING LLC,Location,,,,COMMERCE CA,"NEW INDY RECYCLING, LLC",5831 E 61st St,,Commerce,CA,90040,United States,Ingrid Gonzalez,(909) 296-3396,DEMIDRIC.COOKS@new-indycb.com; COMMERCETEAM@new-indycb.com; ingrid.gonzalez@new-indycb.com; demidric.cooks@new-indycb.com; ib@scrapmanagement.com
NEW INDY RECYCLING LLC,Location,,,,STOCKTON CA,NEW INDY RECYCLING LLC,2575 Grand Canal Blvd,,Stockton,CA,95207,United States,Demidric Cooks,(510) 714-4760,demidric.cooks@new-indycb.com; COMMERCETEAM@new-indycb.com; nir.cs@new-indycb.com; ib@scrapmanagement.com
NEW LIFE PLASTIC RECYCLING INC,Remit,,,,INVOICE,NEW LIFE PLASTIC RECYCLING INC,129 W. Trade St.,PO Box 945,Burlington,NC,27215,,Susan Newman,336-222-7775,snewman@newlifeplastics.com; ib@scrapmanagement.com
NEW LIFE PLASTIC RECYCLING INC,Location,,,,"DANVILLE, VA",American Phoenix,121 Martha St,,Danville,VA,24541,,,,
NEW MARCO CONTAINERS,Primary,,,,INVOICE,NEW MARCO CONTAINERS,2425 Cragmore Rd,,Winston-Salem,NC,27107,,Katie Weavil,(336) 784-7413,kweavil@newmarcocont.com; lm@scrapmanagement.com
NEW MARCO CONTAINERS,Remit,,,,PRIMARY ADDRESS,NEW MARCO CONTAINERS,PO Box 431,,Kernersville,NC,27285,,,,
NEWCO FIBERS INC,Inv/Remit,,,,INVOICE,NEWCO FIBERS INC,226 W Judd St.,,Woodstock,IL,60098,United States,Sharon Kusek,815-206-5617,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"INDIANAPOLIS, IN - CRG","CRG c/o NEWCO FIBERS, INC","6555 E. 30th Street, Suite B",,Indianapolis,IN,46219,,Marti,715-203-5653,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"JOLIET, IL",Green Earth Recycling  (from Newco Fibers),711 E. Benton St,,Joliet,IL,60432,United States,Gustavo,779-227-7772,
NEWCO FIBERS INC,Location,,,,MONTGOMERY MI,"NEWCO FIBERS, INC",8711 Austin Rd,,Montgomery,MI,49255,United States,Sharon,734-881-7086,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"PLYMOUTH, PA",Scranton Products/Vycom,801 East Corey St,,Scranton,PA,18505,United States,sharon,,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"ROCKFORD, IL",WATCO Whse.,1501 Baxter Rd,,Rockford,IL,61109,,Greg Helwig,,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"SCOTT CITY, MO",Buchheit Warehouse,600 Daugherty St.,,Scott City,MO,63780,,Larry Ivey,573-264-1700,sharon@newcofibers.com
NEWCO FIBERS INC,Location,,,,"TAYLOR, MI","MM Group, Inc",25920 Northline Commerce Park,Ste 408 Dock #4,Taylor,MI,48180,United States,Mark,(734) 231-7271,sharon@newcofibers.com
NEXT GENERATION PLASTICS,Inv/Remit,,,,INVOICE,NEXT GENERATION PLASTICS,3075 Smith Road,,Fairlawn,OH,44333,,Renee Heiney,(330) 668-1200,renee@nextgenplastics.com; jennifer@nextgenplastics.com
NEXT SPECIALTY RESINS INC,Inv/Remit,,,,INVOICE,NEXT SPECIALTY RESINS INC,3315 Centennial Road,Suite J,Sylvania,OH,43617,,Christine Toussaint,(419) 843-4600,"rajiv@nextresins.com, christine@nextresins.com; ab@scrapmanagement.com"
NEXT SPECIALTY RESINS INC,Location,,,,"FAYETTE, OH",NEXT SPECIALTY RESINS INC,500 E Industrial Parkway,,Fayette,OH,43521,,Gilbert Suarez,(419) 388-6139,rick@nextresins.com
NEXT SPECIALTY RESINS INC,Location,,,,PRIMARY ADDRESS,NEXT SPECIALTY RESINS INC,215 N Talbot St.,,Addison,MI,49220,,Christine Toussaint,419-843-4600,christine@nextresins.com;christine@nextresins.com
NEXUS FUELS LLC,Inv/Remit,,,,INVOICE,NEXUS FUELS LLC,500 Waterfront Dr. SW,,Atlanta,GA,30336,,Jean D Jordan,404-693-8389,JJordan@nexusfuels.com; AP@nexuscircular.com
NH KELMAN,Inv/Remit,,,,INVOICE,NH KELMAN,41 Euclid Street,,Cohoe,NY,12047,,Steve Suher,(518) 237-5133,ssuher@nhkelman.com; cpeterson@nhkelman.com; rpereira@ucsincny.com
NH KELMAN,Location,,,,CHESTER VA,NH KELMAN,11809 Lewis Rd,,Chester,VA,23831,,,,
NH KELMAN,Location,,,,COHOES NY,NH KELMAN,FOB,,Cohoes,NY,12047,United States,occking,(518) 237-5133,ssuher@nhkelman.com; cpeterson@nhkelman.com; rpereira@ucsincny.com
NH KELMAN,Location,,,,"FORT FAIRFIELD, ME",NH KELMAN,145 Presque Isle Street,,Ft Fairfield,ME,4742,United States,Steve,(518) 237-5133,ssuher@nhkelman.com;ssuher@nhkelman.com;ssuher@nhkelman.com
NH KELMAN,Location,,,,NH  KELMAN - ANDOVER,PERISHABLE WAREHOUSE,340 Ballardvale,,Andover,MA,1810,United States,Steve Suher,518-237-5133,ssuher@nhkelman.com; rpereira@ucsincny.com
NOLAN TRANSPORT GROUP INC,Remit,,,,INVOICE,NOLAN TRANSPORT GROUP INC,P.O. Box 931184,,Atlanta,GA,31193,,Grayson Free,843-637-0579,grayson.free@ntgfreight.com
NORMAN TEXTILE SALES,Remit,,,,INVOICE,NORMAN TEXTILE SALES,1 Bomar St,,Inman,SC,29349,United States,Jay Norman,(864) 237-1166,normantextiles@aol.com; ib@scrapmanagement.com
NORMAN TEXTILE SALES,Location,,,,"LOWELL, NC",NORMAN TEXTILE SALES,100 Saxony Dr,,Lowell,NC,28098,United States,Jay Norman,(864) 237-1166,normantextiles@aol.com; ib@scrapmanagement.com
NORTECH WASTE LLC,Remit,,,,INVOICE,NORTECH WASTE LLC,3033 Fiddyment Road,,Roseville,CA,95747-9705,,Maribel Cedeno,(916) 645-5230,greg@nortechwaste.com; maribel@nortechwaste.com; ib@ucsincny.com; Paul@nortechwaste.com; Byron@nortechwaste.com
NORTH CEDAR SOUTH LLC,Remit,,,,INVOICE,NORTH CEDAR SOUTH LLC,"3752 SAC DRIVE, BLDG. H",,KEOKUK,IA,52632,,Leisa Mccredie,(319) 524-2095,northcedarsouth@hotmail.com
NORTH COUNTRY MATERIAL SALES,Inv/Remit,,,,INVOICE,NCM SALES INC.,11101 Four Seasons Avenue NE,,Rockford,MI,49341,,Charlie & Ivy Johnson,(616) 802-8997,charlie.ncmsales@gmail.com; ivy.ncmsales@gmail.com; ab@scrapmanagement.com
NORTH PLUS LOGISTICS,Remit,,,,INVOICE,NORTH PLUS LOGISTICS,PO Box 36117,RPO Northgate,Brampton,ON,L6S 6A3,CA,Jamie Gray,(716) 277-0070,Jamie@northplus.ca
NORTHCOAST RECYCLING,Remit,,,,INVOICE,NORTHCOAST RECYCLING,1305 Lloyd Rd,,Wickliffe,OH,44092,,Chet Green,(800) 834-8344,cgreen@northcoastrecycling.com
NORTHERN TRANSITIONS,Inv/Remit,,,,INVOICE,NORTHERN TRANSITIONS,1401 W.  Easterday Avenue,,Sault Ste. Marie,MI,49783,,Mindy Fox,906-635-5681,recycling@northerntransitions.org; lm@ucsincny.com
NORTHERN TRANSITIONS,Location,,,,PICK UP ADDRESS,NORTHERN TRANSITIONS,1423 W Easter Day Ave,,Sault Ste. Marie,MI,49783,,Mindy Fox,906-635-5681,
NORTHLAND FARMS,Remit,,,,INVOICE,NORTHLAND FARMS,11161-120th Ave,,West Olive,MI,49460,United States,Rich Bramer / Curtis Dale,(800) 253-1812,rbramer@northlandfarmsllc.com; cdale@northlandfarmsllc.com; sa@scrapmanagement.com
NORTHLAND PALLET INC,Inv/Remit,,,,INVOICE,NORTHLAND PALLET INC,13285 Fenway Blvd N,,Hugo,MN,55038-7453,,Mark Whales,(651) 426-9405,office@northlandpallet.com; Dispatch@northlandpallet.com; markw@northlandpallet.com; DrewE@NorthlandPallet.com; mikem@northlandpallet.com; mitchm@northlandpallet.com; ib@scrapmanagement.com
NORTHSTAR TRADING,Inv/Remit,,,,INVOICE,NORTHSTAR TRADING,3380 GRAND AVE,,WAUKEGAN,IL,60090,,Alex Casillas,(847) 243-4167,JACS@NORTHSTARTRADINGLLC.COM; emma@northstartradingllc.com; Natalia@northstartradingllc.com; admin@northstartradingllc.com; rich@northstartradingllc.com; IB@SCRAPMANAGEMENT.COM; ib@scrapmanagement.com
NORTHSTAR TRADING,Location,,,,WAUKEGAN IL,NORTHSTAR TRADING,3380 GRAND AVE,,WAUKEGAN,IL,60085,,Rich Azzo,847-243-4167,Rich@northstartradingllc.com; jacs@northstartradingllc.com; ib@scrapmanagement.com
NOVA CHEMICALS,Inv/Remit,,,,INVOICE,NOVA CHEMICALS,PO BOX 3070,,Sarnia,ON,N7T 8E3,,Scott Fidler,(754) 326-2004,Scott.fidler@novachem.com
NOVA CHEMICALS,Location,,,,CONNERSVILLE IN,NOVA CHEMICALS,4747 Western Ave,,Connersville,IN,47331,,Tyler Biddle,765-377-0789,Tyler.Biddle@novacircularsolutions.com
NOVOLEX,Inv/Remit,,,,INVOICE,NOVOLEX,PO Box 5714,,Portland,OR,97228,,Katie.Bohm,715-524-0210,Katie.Bohm@novolex.com; ab@scrapmanagement.com
NOVOLEX,Location,,,,"NORTH VERNON, IN",NVR - RECYCLING,999 N MADISON AVE,,North Vernon,IN,47265,,David Bangs; Bryce Jackson,,David.Bangs@novolex.com; Bryce.Jackson@novolex.com
NOVOLEX,Location,,,,WFB WI FILM AND BAG,NOVOLEX,1075 AIrport Road,,Shawano,WI,54166,,,,
NUVIDA PLASTIC TECHNOLOGY INC,Invoice,,,,INVOICE,NUVIDA PLASTIC TECHNOLOGY INC,925 Georges Rd,,Monmouth Junction,NJ,8852,,Hermes Azzo,(732 )297-2300,hazzo@sabert.com; nuvidaacctspayable@nuvidaplastics.com
NUVIDA PLASTIC TECHNOLOGY INC,Location,,,,"L&S - BAYONNE, NJ",L&S,97 East 2ND Street,Unit C,Bayonne,NJ,7002,,,,
OCCUPATIONAL TRAINING CENTER,Remit,,,,INVOICE,OCCUPATIONAL TRAINING CENTER,2 Manhattan Drive,,Burlington,NJ,8016,,Tim Whelihan; Jessica Powell,609-267-6665,twhelihan@otcbc.org; jpowell@otcbc.org; aa@ucsincny.com
OCCUPATIONAL TRAINING CENTER,Location,,,,MT HOLLY,OCCUPATIONAL TRAINING CENTER,130 Hancock Lane,,Mt. Holly,NJ,8060,,Tim Whelihan,609-267-6665 x. 149,twhelihan@otcbc.org; aa@ucsincny.com
OCEAN STATE JOBBERS,Inv/Remit,,,,INVOICE,OCEAN STATE JOBBERS,375 Commerce Park Road,,North Kingstown,RI,2852,United States,Farah Hayes,(401) 295-2672,f.hayes@osjl.com; w.brown@osjl.com; s.jawo@osjl.com; j.valerio@osjl.com; rp@scrapmanagement.com
