CpID,CompanyNm,Role,ActiveStatus,MasterAccountID,OurCustNo,Terms,TermsCode,APEMail,PaymentDays,CurrCode,OnHold,CreditLimit,CustSvcRep,IndustryNm,WebSite,CpLastEdit
1806,NEALS PALLET CO,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1807,PALLET CENTRAL ENTERPRISES INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.palletcentralent.com,
1808,TELFER INC,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1809,TOWN OF BLACKSTONE,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1811,AARON INDUSTRIES CORP,X,A,NULL,,Net 30,,pattyb@aaroninc.com,0,USD, ,-1,NULL,,,
1812,RELIABLE TRANSPORTATION SOLUTIONS,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1814,GREEN CIRCLE RECYCLING LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1815,UNITED STATES PLASTIC CORP,S,A,NULL,,Net 30,,eft@usplastic.com (ACH remit only),0,USD, ,-1,NULL,,,
1817,3R RECYCLING INC,V,A,NULL,,(None),Net 10,,0,USD, ,-1,NULL,,,
1818,GLOBAL POLYMERS LLC,X,A,NULL,,Net 30,Net 30,angela@globalpolymerscorp.com; Eric@globalpolymerscorp.com,0,USD, ,-1,NULL,,,
1819,VANTAGE PLASTICS,X,A,NULL,,(None),,,0,USD, ,-1,NULL,,,
1821,TWIN CITY PALLET INC,A,A,NULL,,Net 30,,accounting@twincitypallet.com,0,USD, ,-1,NULL,,http://www.twincitypallet.com,
1824,DAK Americas LLC - Richmond,X,A,NULL,,Net 30,Net 30,ap.ri@alpekpolyester.com,0,USD, ,-1,NULL,,,
1825,Leah Couick,D,A,NULL,,(None),,,0,USD, ,-1,NULL,,,
1826,Amy McFadden,D,A,NULL,,(None),,,0,USD, ,-1,NULL,,,
1829,RANDY'S ENVIRONMENTAL SERVICES,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.randysenvironmentalservices.com,
1830,EXPRESS LOGISTICS INC,D,A,NULL,,Net 30,Net 30,AR@exp-logistics.com,0,USD, ,-1,NULL,,www.exp-logistics.com,
1831,PALOGIX SUPPLY CHAIN SERVICES LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1834,ALLEN RECYCLING,V,A,NULL,,Net 30,Net 30,RECYALLEN6@BELLSOUTH.NET,0,USD, ,-1,NULL,,,
1835,FEDERAL CORRECTIONAL INSTITUTION,V,A,NULL,,Net 30,Net 30,rruss@bop.gov,0,USD, ,-1,NULL,,BOP.GOV,
1836,ARONSON RECYCLING,A,A,NULL,,(None),Net 10,,0,USD, ,-1,NULL,,http://www.aronsonrecycling.com/,
1837,MARTEX FIBER SOUTHERN CORP,V,A,NULL,,(None),Net 30,dlewis@martexfiber.com,0,USD, ,-1,NULL,,,
1838,AMS PALLET SYSTEMS,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,http://www.amspallets.com/,
1842,FT STEWART ARMY BASE,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1843,THE PALLET FACTORY,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1844,PYTHONS OF ST CLOUD INC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1845,DAK AMERICAS,V,A,NULL,,(None),Net 30,ap.us@alpekpolyester.com,0,USD, ,-1,NULL,,,
1846,A PLUS PALLET CO LLC,V,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,http://www.apluspalletcollc.com/,
1848,SIGMA RECYCLING INC,A,A,NULL,,50% Prepay/50% Against Docs,Net 15,Billing@srinc.us.com; Harshit.Arora@srinc.us.com,0,USD, ,-1,NULL,,,
1850,RECOLOGY,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,https://www.recology.com/,
1851,FULMER LOGISTICS SERVICES INC,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1852,JASPER SALVAGE,V,A,NULL,,Net 30,Net 30,sslindauer@hotmail.com,0,USD, ,-1,NULL,,https://jaspersalvage.net/,
1853,BLUE OCEAN PLASTICS,X,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,http://blueoceanplastics.net/,
1854,MARCUS PAPER COMPANY,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1855,PLASTIC WORLD RECYCLING INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1856,KEYSTONE POWDERED METAL COMPANY,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1857,VANGEL PAPER INC.,V,A,NULL,,(None),Net 30,Valerie Androutsopoulos <Valerie@vangelinc.com>,0,USD, ,-1,NULL,,,
1859,MENARDS DISTRIBUTION CENTER,V,A,NULL,,(None),Net 30,jathomps@menard-inc.com,0,USD, ,-1,NULL,,,
1860,MID AMERICA STEEL DRUM COMPANY,V,A,NULL,,(None),Net 30,dong@masdinc.com; dln@masdinc.com;; ar@masdinc.com,0,USD, ,-1,NULL,,,
1861,METROPOLITAN FIBER,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1862,I-90 REPROCESSING LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1863,MCINTOSH BOX AND PALLET COMPANY,A,A,NULL,,Net 30,Net 30,ledford@mcintoshbox.com,0,USD, ,-1,NULL,,,
1865,MCNEILLY WOOD PRODUCTS,V,A,NULL,,Net 30,Net 30,dan@mcneillywoodproducts.com,0,USD, ,-1,NULL,,http://mcneillywoodproducts.com/,
1866,HAMILTON POLYMERS COMPANY,A,A,NULL,,2% N10,Net 30,accounting@hamiltonpolymers.com,0,USD, ,-1,NULL,,,
1867,TITAN PALLET COMPANY LLC,S,A,NULL,,(None),COD,<dan@titanpallet.com>,0,USD, ,-1,NULL,,,
1868,GREENSOUTH RECYCLING,V,A,NULL,,Net 30,Net 30,adam@greensouthrecycling.com,0,USD, ,-1,NULL,,http://greensouthrecycling.com/GSR/Home.html,
1869,PLASTIC MATERIALS INC,A,A,NULL,,Net 45,N45,DKolibab@plasticmaterialsinc.com; pblevins@plasticmaterialsinc.com,0,USD, ,-1,NULL,,,
1870,HILEX POLY,X,A,NULL,,Net 30,Net 30,Bryce.jackson@novolex.com,0,USD, ,-1,NULL,,,
1871,LAKEWAY PALLET,V,A,NULL,,(None),Net 30,<info@lakewaypallet.com>,0,USD, ,-1,NULL,,,
1872,WAGRAM PAPER STOCK INC.,V,A,NULL,,(None),Net 30,blaviner@windstream.net,0,USD, ,-1,NULL,,,
1873,AKROTEX EXTRUSION INC,V,A,NULL,,Net 30,COD,brucebyerly@akrotex.com,0,USD, ,-1,NULL,,,
1874,HAMPTON FARMS,V,A,NULL,,(None),Net 30,jollervides@hamptonfarms.com,0,USD, ,-1,NULL,,,
1875,FAST GROWING TREES,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1876,A TO Z PAWN,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1877,TRI-POWER RECYCLING LLC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1878,PAL-SERV,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1879,PIVOT TRADING,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1880,SCRAP MANAGEMENT,A,A,NULL,,(None),,,0,USD, ,-1,NULL,,,
1881,FSI INC,D,A,NULL,,(None),Net 30,<brian@fsiinc.biz>,0,USD, ,-1,NULL,,http://www.fsiinc.biz/,
1882,INDORAMA VENTURES,X,A,NULL,,Net 30,Net 30,AP.IVSS@us.indorama.net,0,USD, ,-1,NULL,,,
1883,METROPLEX WOOD PALLETS,S,A,NULL,,(None),Net 30,<George@metroplexwood.com>,0,USD, ,-1,NULL,,http://www.metroplexwood.com/,
1884,FORT JACKSON ARMY BASE,A,A,NULL,,(None),Net 30,ernest.b.dicks.naf@mail.mil,0,USD, ,-1,NULL,,,
1885,FRYMAN'S RECYCLING,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1886,KALUZNY BROTHERS,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1887,CAROLINA RECYCLE PARTNERS,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1888,CITY CARTING WESTCHESTER,V,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1889,BELL COUNTY RECYCLING CTR,V,A,NULL,,(None),Net 30,Bellcountysolidwaste@outlook.com,0,USD, ,-1,NULL,,,
1890,FAIRFIELD PROCESSING CORPORATION,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1891,EFS PLASTICS US INC,X,A,NULL,,Net 30,Net 30,efsinvoices@efs-plastics.ca,0,USD, ,-1,NULL,,,
1892,CONTAINERS N PALLETS LLC,V,A,NULL,,(None),COD,,0,USD, ,-1,NULL,,,
1894,POLYONE CORPORATION,V,A,NULL,,(None),Net 30,Patricia.sites@polyone.com,0,USD, ,-1,NULL,,,
1895,POLK COUNTY SOLID WASTE RECOVERY MRF,V,A,NULL,,(None),Net 30,todd.rue@co.polk.mn.us,0,USD, ,-1,NULL,,,
1896,ADAMS PLASTICS,A,A,NULL,,Net 30,Net 30,jvizconde@adamsplastics.com,0,USD, ,-1,NULL,,,
1898,ZANESVILLE PALLET,V,A,NULL,,Net 30,Net 30,Zane@zanesvillepallet.com,0,USD, ,-1,NULL,,,
1900,B & L POLYMER PROCESSING,X,A,NULL,,Net 30,Net 30,accounting@blpolymer.com,0,USD, ,-1,NULL,,,
1901,US COLUMBUS TRADE LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1902,ENTERPRIZE CONTAINER CORP,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1903,DONCO PAPER SUPPLY COMPANY,X,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1904,HAYES RECYCLED PALLETS,A,A,NULL,,(None),Net 30,Hayespallets@hotmail.com,0,USD, ,-1,NULL,,,
1905,EASTERN RECYCLING SERVICES,A,A,NULL,,Net 30,Net 30,TClark@ersmd.com,0,USD, ,-1,NULL,,https://ersmd.com/,
1907,KELCO RECYCLING INC,A,A,NULL,,Net 30,Net 30,mike@kelcorecycling.com,0,USD, ,-1,NULL,,,
1908,FIBERON,A,A,NULL,,Net 30,Net 30,accountspayable@fiberondecking.com,0,USD, ,-1,NULL,,,
1909,ENVIROVISION TECHNOLOGIES LLC,X,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1910,HILL BROTHERS LOGISTICS,D,A,NULL,,(None),Net 30,crism@hillbros.com,0,USD, ,-1,NULL,,,
1911,SUNSWEET COMPANY,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1912,POLY-PLUS SOLUTIONS INC.,X,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1913,CALCO PALLETS INC,S,A,NULL,,(None),,,0,USD, ,-1,NULL,,www.usacalco.com,
1914,NORTHLAND PALLET INC,P,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,http://northlandpallet.com/,
1915,EMI RECYCLING,S,A,NULL,,Net 30,Net 30,Stephen_Jackson@emirecycling.com,0,USD, ,-1,NULL,,www.emirecycling.com,
1916,UBER FREIGHT,D,A,NULL,,Net 30,Net 30,shipper-support@uber.com,0,USD, ,-1,NULL,,Uber.com,
1917,J T CONTAINER INC,V,A,NULL,,(None),Prepayment,,0,USD, ,-1,NULL,,,
1918,DRUMCO INC,P,A,NULL,,Net 30,Net 30,ggunn@drumco.com,0,USD, ,-1,NULL,,www.earthminded.com,
1920,CURBSIDE MANAGEMENT,S,A,NULL,,Net 30,Net 30,swait@curbie.com,0,USD, ,-1,NULL,,,
1922,ENVIRONMENTAL WASTE RECYCLING INC,P,A,NULL,,Net 30,Net 30,envwasrec@gmail.com,0,USD, ,-1,NULL,,,
1923,SCHUPAN RECYCLING,P,A,NULL,,Net 30,Net 30,ekane@schupan.com,0,USD, ,100000,NULL,,,
1924,FV RECYCLING,A,A,NULL,,Net 30,Net 30,quinten.williams@fvrecycling.com,0,USD, ,-1,NULL,,http://fvrecycling.com/,
1925,SSWA RECYCLING,S,A,NULL,,Net 30,Net 30,sswarecycling@comcast.net,0,USD, ,-1,NULL,,,
1926,THE REMM GROUP,V,A,NULL,,Net 30,Net 30,sam@remm.ca,0,USD, ,-1,NULL,,,
1928,AA PALLET INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1929,BIRDSONG PEANUTS,A,A,NULL,,Net 30,Net 30,dlangston@birdsong-peanuts.com,0,USD, ,-1,NULL,,,
1930,SAVANNAH PALLETS,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1932,HEARTLAND RECYCLERS LLC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1933,CLOVER PLASTICS LLC,X,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1934,LUNDBERG FAMILY FARMS,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,www.lundberg.com,
1935,U POLYMERS,X,A,NULL,,COD,,NULL,0,USD, ,-1,NULL,,,
1936,ICS CARGO CLEAN,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1937,KENTUCKY RECYCLING,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1938,LOUIS MONTELEONE FIBRES LTD,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1939,CENTENNIAL CONTAINER,V,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1940,REVERSE RECYCLING,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1941,COFFEE COUNTY RECYCLING CENTER,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1943,DECATUR RECYCLING DEPT,S,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1944,WARRICK COUNTY SWMD,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1945,ADVANCE PALLET INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1946,FCI SCHUYLKILL/ UNICOR RECYCLING,D,A,NULL,,(None),,NULL,0,USD, ,-1,NULL,,,
1947,LASKO DISTRIBUTION CENTER,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1948,CHOICE PLASTICS INC,X,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1949,POLYCHEM USA INC,X,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1950,UNICOR,D,A,NULL,,COD,,NULL,0,USD, ,-1,NULL,,,
1951,BARRETTE OUTDOOR LIVING INC,X,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1953,GFL ENVIRONMENTAL INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1954,BEDFORD TECHNOLOGY LLC,C,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1955,POLYMER RECYCLING AND CONSULTING,A,A,NULL,,Net 20,Net 30,NULL,0,USD, ,0,NULL,,,
1956,NEXT GENERATION PLASTICS,X,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1958,PACKAGING PARTNERS LTD,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1959,MIDDLE BAY TRANSPORTATION,D,A,NULL,,(None),COD,NULL,0,USD, ,-1,NULL,,,
1960,EXTERA,P,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1961,SI KOTE TECHNOLOGIES,S,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1963,GREIF,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1965,DRS RECYCLING,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1966,FRANKLIN PALLET RECYCLING,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1967,FOAM PACK INDUSTRIES,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1968,SPROUT,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1971,PALKING INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1972,HILTON DISPLAYS,P,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1973,GREIF - LM,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1974,ADVANCED IMPACT TECHNOLOGIES INC,A,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1975,HODGE DISTRIBUTION & LOGISTICS,A,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
1976,CATAWBA PLASTICS,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1977,LTI SMARTGLASS,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1980,KENTUCKY SOUTH RECYCLING,V,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1981,POLYSOURCE INC,C,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1983,BEDFORD ENTERPRISES INC.,S,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1984,ZACK'S RECYCLING,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1985,EASCO BROKERAGE,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1986,TRIGON PLASTICS LLC,C,A,NULL,,(None),,NULL,0,USD, ,-1,NULL,,,
1987,PATRICK INDUSTRIES INC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1988,CITY OF PLAINVIEW,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1989,C & J PALLET CO,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1990,PLASTIC PALLET PRODUCTION,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1991,APPERTAIN CORP,S,A,NULL,,Prepayment,Prepayment,NULL,0,USD, ,-1,NULL,,,
1992,B SCHOENBERG & COMPANY,C,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1993,FRICKS PALLET COMPANY,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1994,DMS RECYCLING LLC,X,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,www.dmsrecycling.com,
1995,DYNAMIC WASTE SYSTEMS INC,S,A,NULL,,(None),Net 14,NULL,0,USD, ,-1,NULL,,,
1996,EAST WEST TRADING LLC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1997,GLOBAL POLYMER NETWORK LLC,X,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
1998,BLUE RIDGE PALLET LLC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
1999,A-1 PALLET CO,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2000,FOX PLASTIC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2001,ARCH POLYMERS INC,C,A,NULL,,Net 45,Net 45,NULL,0,USD, ,-1,NULL,,,
2002,MIDWEST FIBRE SALES CORP,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2003,STEIN SERVICE & SUPPLY LLC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2004,HOX RECYCLING INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2005,HGD WASTE,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2006,MARGLEN INDUSTRIES,C,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2007,FEDEX,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2010,GLOBAL RECOVERY LLC,S,A,NULL,,COD,,NULL,0,USD, ,-1,NULL,,www.globalrecoveryllc.com,
2011,PALLET CONSULTANTS OF ATLANTA,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2012,RECYCLING CONCEPTS INC,S,A,NULL,,Wire Transfer,Wire On Documents,NULL,0,USD, ,-1,NULL,,,
2013,ROBERT WALLICK ASSOCIATES LLC,P,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2014,WASTE RECYCLING,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2015,RAM - RECOVERED ASSET MANAGEMENT,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2016,POLY PLUS SOLUTIONS LLC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2017,NELSON CO,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2019,BIRCH RECYCLING,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2020,KAL POLYMERS AMERICA LLC,X,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2021,LOPEZ SCRAP METAL,P,A,NULL,,Net 15,Net 15,NULL,0,USD, ,-1,NULL,,,
2022,INTEGRICO COMPOSITES,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2023,JC PALLET CO INC,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2024,VEPAR LLC,A,A,NULL,,(None),COD,NULL,0,USD, ,-1,NULL,,,
2026,CHOCTAW NATION RECYCLING CENTER,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2027,TAMCO MFG / US PLASTICS,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2028,MERLIN PLASTICS,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2029,FCC ENVIRONMENTAL SERVICES,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2030,USEDCARDBOARDBOXES.COM,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2031,EARTHMINDED,V,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2032,AKT LOGISTICS LLC,D,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2033,TRANSEND LOGISTICS,D,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2034,HIGH SPEED TRIPLE T TRUCKING LCC,D,A,NULL,,(None),Net 15,NULL,0,USD, ,-1,NULL,,,
2035,ACE PLASTIC,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2036,ALLAN COMPANY,P,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2037,RECYCLING ASSOCIATES LLC,A,A,NULL,,Net 60,COD,NULL,0,USD, ,-1,NULL,,,
2038,Universal Commodity Services Inc,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2039,COLLINS PALLET RECYCLING,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2040,WEBB PALLET SERVICE,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2041,GREENVIEW MATERIALS INC,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2042,MID AMERICA PAPER RECYCLING,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2043,STAT INC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2044,PREZERO US SERVICES LLC,A,A,NULL,,Net 15,Net 30,NULL,0,USD, ,-1,NULL,,,
2046,OMNISOURCE ELECTRONICS RECYCLING,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2047,HUCK'S PIGGYBACK SERVICE,D,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
2049,GREEN WORKS INC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2050,HPJ INDUSTRIES,P,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2051,REHRIG PACIFIC COMPANY,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2052,PLASTIC RECYCLERS,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2054,VIKOZ ENTERPRISES INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2055,MAUSER PACKAGING - CLEVELAND,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2057,MYERS DIVERSIFIED,S,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2058,TRIVALENCE,C,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2059,D&J'S SERVICES LLC,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2060,BALLYHOO PLASTICS LLC,X,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
2061,ADVANCED WASTE MANAGEMENT,S,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2063,MOLDAMATIC LLC,S,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2064,BEDFORD RECYCLING,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2066,DAVIS LOGAN LLC,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2068,GREER RECYCLING,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2069,KAMPS PALLETS,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2070,PALLET EXCHANGE INC,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2071,MACON COUNTY SOLID WASTE,S,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2072,PALADIN FREIGHT,D,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2073,ELORA PALLET,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2074,PERRIGO CO. INC.,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2075,REVOLUTION COMPANY,A,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2076,KAMPS INC,P,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2078,CHAMBERS DRUM CO INC,S,A,NULL,,Net 30,Net 30,NULL,0,USD, ,-1,NULL,,,
2079,UNIVERSAL ENVIRONMENTAL SERVICES,A,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2080,TC PACKAGING LLC,X,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
2082,ACE IRON & METAL INC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2083,BD CUSTOM MANUFACTURING,X,A,NULL,,Net 30,,NULL,0,USD, ,-1,NULL,,,
2085,GREENWAY RESOURCE RECOVERY LLC,V,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
2086,HARRIS MATERIAL EXCHANGE INC,A,A,NULL,,Net 10,Net 10,NULL,0,USD, ,-1,NULL,,,
2087,BD CUSTOM MANUFACTURING INC,X,A,NULL,,(None),Net 30,NULL,0,USD, ,-1,NULL,,,
